36600_G.pthheat: 0.0000, Adjust_PSNR: 25.8030, Adjust_LPIPS: 0.1405, Adjust_SSIM: 0.8484, PSNR: 22.8155, LPIPS: 0.1436, SSIM: 0.8370
36800_G.pthheat: 0.0000, Adjust_PSNR: 25.7021, Adjust_LPIPS: 0.1450, Adjust_SSIM: 0.8443, PSNR: 22.8775, LPIPS: 0.1453, SSIM: 0.8349
37000_G.pthheat: 0.0000, Adjust_PSNR: 26.0662, Adjust_LPIPS: 0.1355, Adjust_SSIM: 0.8547, PSNR: 22.2337, LPIPS: 0.1418, SSIM: 0.8390
37200_G.pthheat: 0.0000, Adjust_PSNR: 26.2654, Adjust_LPIPS: 0.1335, Adjust_SSIM: 0.8544, PSNR: 23.1843, LPIPS: 0.1367, SSIM: 0.8419
37400_G.pthheat: 0.0000, Adjust_PSNR: 26.2929, Adjust_LPIPS: 0.1307, Adjust_SSIM: 0.8563, PSNR: 23.2498, LPIPS: 0.1341, SSIM: 0.8443
37600_G.pthheat: 0.0000, Adjust_PSNR: 26.0351, Adjust_LPIPS: 0.1361, Adjust_SSIM: 0.8531, PSNR: 22.8799, LPIPS: 0.1402, SSIM: 0.8404
37800_G.pthheat: 0.0000, Adjust_PSNR: 26.2641, Adjust_LPIPS: 0.1256, Adjust_SSIM: 0.8583, PSNR: 23.0833, LPIPS: 0.1297, SSIM: 0.8458
38000_G.pthheat: 0.0000, Adjust_PSNR: 26.4954, Adjust_LPIPS: 0.1240, Adjust_SSIM: 0.8588, PSNR: 23.6839, LPIPS: 0.1279, SSIM: 0.8480
38200_G.pthheat: 0.0000, Adjust_PSNR: 26.5090, Adjust_LPIPS: 0.1261, Adjust_SSIM: 0.8601, PSNR: 23.1421, LPIPS: 0.1309, SSIM: 0.8471
38400_G.pthheat: 0.0000, Adjust_PSNR: 25.7814, Adjust_LPIPS: 0.1515, Adjust_SSIM: 0.8409, PSNR: 22.8575, LPIPS: 0.1507, SSIM: 0.8331
38600_G.pthheat: 0.0000, Adjust_PSNR: 26.1425, Adjust_LPIPS: 0.1280, Adjust_SSIM: 0.8531, PSNR: 22.9524, LPIPS: 0.1336, SSIM: 0.8399
38800_G.pthheat: 0.0000, Adjust_PSNR: 26.2668, Adjust_LPIPS: 0.1332, Adjust_SSIM: 0.8564, PSNR: 23.1227, LPIPS: 0.1368, SSIM: 0.8451
39000_G.pthheat: 0.0000, Adjust_PSNR: 26.1589, Adjust_LPIPS: 0.1365, Adjust_SSIM: 0.8557, PSNR: 23.2530, LPIPS: 0.1390, SSIM: 0.8450
39200_G.pthheat: 0.0000, Adjust_PSNR: 26.2271, Adjust_LPIPS: 0.1249, Adjust_SSIM: 0.8585, PSNR: 22.8854, LPIPS: 0.1300, SSIM: 0.8450
39400_G.pthheat: 0.0000, Adjust_PSNR: 26.1069, Adjust_LPIPS: 0.1405, Adjust_SSIM: 0.8515, PSNR: 22.7320, LPIPS: 0.1431, SSIM: 0.8392
39600_G.pthheat: 0.0000, Adjust_PSNR: 25.9985, Adjust_LPIPS: 0.1331, Adjust_SSIM: 0.8526, PSNR: 22.9574, LPIPS: 0.1362, SSIM: 0.8410
39800_G.pthheat: 0.0000, Adjust_PSNR: 25.8149, Adjust_LPIPS: 0.1278, Adjust_SSIM: 0.8551, PSNR: 21.6473, LPIPS: 0.1366, SSIM: 0.8362
40000_G.pthheat: 0.0000, Adjust_PSNR: 25.7591, Adjust_LPIPS: 0.1454, Adjust_SSIM: 0.8457, PSNR: 21.5376, LPIPS: 0.1499, SSIM: 0.8323
40100_G.pthheat: 0.0000, Adjust_PSNR: 26.1443, Adjust_LPIPS: 0.1336, Adjust_SSIM: 0.8526, PSNR: 23.2470, LPIPS: 0.1357, SSIM: 0.8419
40200_G.pthheat: 0.0000, Adjust_PSNR: 26.6657, Adjust_LPIPS: 0.1255, Adjust_SSIM: 0.8606, PSNR: 23.5609, LPIPS: 0.1306, SSIM: 0.8480
40300_G.pthheat: 0.0000, Adjust_PSNR: 26.4078, Adjust_LPIPS: 0.1284, Adjust_SSIM: 0.8573, PSNR: 22.9325, LPIPS: 0.1328, SSIM: 0.8447
40400_G.pthheat: 0.0000, Adjust_PSNR: 26.5526, Adjust_LPIPS: 0.1237, Adjust_SSIM: 0.8572, PSNR: 23.4889, LPIPS: 0.1275, SSIM: 0.8453
40500_G.pthheat: 0.0000, Adjust_PSNR: 26.4907, Adjust_LPIPS: 0.1272, Adjust_SSIM: 0.8573, PSNR: 22.9894, LPIPS: 0.1329, SSIM: 0.8429
40600_G.pthheat: 0.0000, Adjust_PSNR: 26.6101, Adjust_LPIPS: 0.1263, Adjust_SSIM: 0.8613, PSNR: 23.3866, LPIPS: 0.1308, SSIM: 0.8484
40700_G.pthheat: 0.0000, Adjust_PSNR: 26.5703, Adjust_LPIPS: 0.1283, Adjust_SSIM: 0.8571, PSNR: 23.1506, LPIPS: 0.1321, SSIM: 0.8446
40800_G.pthheat: 0.0000, Adjust_PSNR: 26.5076, Adjust_LPIPS: 0.1261, Adjust_SSIM: 0.8584, PSNR: 23.3603, LPIPS: 0.1302, SSIM: 0.8459
